,word1,word2,label
1007,вскрытие,раскрытие,1
1008,крокодилий,безыскусный,0
1009,вспрыгнуть,осветлитель,0
1010,воспитательный,демократический,0
1011,молодить,молодеть,1
1012,охватить,обхватить,1
1013,домовый,домовой,1
1014,фабрикант,золотить,0
1015,гнилостный,желтеть,0
1016,вышний,разграничить,0
1017,адресант,выборочный,0
1018,информированность,информация,1
1019,вложение,законодательный,0
1020,эффектность,керосинный,0
1021,русский,российский,1
1022,благодарственный,благодарный,1
1023,скрытный,скрытый,1
1024,обязать,обвинительный,0
1025,теоретичный,дымный,0
1026,астматический,астматичный,1
1027,особый,разночинный,0
1028,упадочный,поверка,0
1029,обезлюдеть,обезножить,0
1030,варение,архаичный,0
1031,нарастить,методика,0
1032,одеть,надеть,1
1033,адресат,адресант,1
1034,микроскопичный,микроскопический,1
1035,садовничий,пророчественный,0
1036,романтичный,хлебопашенный,0
1037,школьный,действительный,0
1038,ординарческий,ординарный,1
1039,сломленный,дерзать,0
1040,микроскопический,микроскопичный,1
1041,стяжательский,сапожничий,0
1042,обесплодить,энциклопедичный,0
1043,обстоятельный,почтительный,0
1044,лобный,выгодность,0
1045,мелкотравчатый,мелкотравный,1
1046,добровольческий,вывёртываться,0
1047,безумие,аристократичный,0
1048,всякий,решительность,0
1049,водный,знамение,0
1050,памятный,памятливый,1
1051,сладкий,публицистичный,0
1052,аллегри,аллегро,1
1053,громовой,червиветь,0
1054,ремесленнический,ремесленный,1
1055,терпимость,полюс,0
1056,опаршиветь,накрапывать,0
1057,подхалимный,братский,0
1058,проблемный,проблематичный,1
1059,изобретательный,словарный,0
1060,обезлошадить,сочинительский,0
1061,реабилитационный,коптеть,0
1062,гордый,горделивый,1
1063,отчётливый,отчётный,1
1064,обезлошадеть,обезлошадить,1
1065,бродяжий,сатиричный,0
1066,дружеский,человечный,0
1067,обогреть,подбородок,0
1068,посёлок,явственный,0
1069,выдержать,чубастый,0
1070,сводный,языковый,0
1071,зловещий,злобный,1
1072,монистичный,тактичный,0
1073,динамизм,дымовой,0
1074,просительный,варенье,0
1075,психологичный,психологический,1
1076,единоверческий,единоверный,1
1077,взыскательный,изысканный,1
1078,предоставить,восполнить,0
1079,пророчественный,бобёр,0
1080,заводской,дождливый,0
1081,кожаный,кожный,1
1082,усвоить,юмористка,0
1083,пергаментный,пометка,0
1084,бур,тупить,0
1085,раковый,жалостный,0
1086,опасный,опасливый,1
1087,азарт,азартность,1
1088,вдох,вздох,1
1089,сопротивление,гигиеничный,0
1090,соляровый,художественный,0
1091,усастый,усатый,1
1092,раздеть,разодеть,1
1093,сборчатый,сборочный,1
1094,здравица,чиновницкий,0
1095,пакостный,ковкий,0
1096,нафталин,нафталан,1
1097,крокодилий,крокодиловый,1
1098,освоить,усвоить,1
1099,ненавистнический,рабочий,0
1100,несоизмеримый,неизмеримый,1
1101,приглядный,унизительный,0
1102,азартность,памятливый,0
1103,полемический,дипломатия,0
1104,временной,временный,1
1105,осветитель,понедельничный,0
1106,дурить,пуганый,0
1107,блуждать,блудить,1
1108,холодильник,тягостно,0
1109,рисунчатый,рисуночный,1
1110,юмористка,войти,0
1111,продуктивный,воинствующий,0
1112,булавочный,булавчатый,1
1113,поспешный,белить,0
1114,ребрастый,ребристый,1
1115,гласность,огласка,1
1116,настоятельский,настоятельный,1
1117,черствить,экранизировать,0
1118,иголочный,игольчатый,1
1119,дарёный,поспешный,0
1120,приметливый,бедняга,0
1121,рабочий,выдержать,0
1122,комфортабельный,охладеть,0
1123,гнилой,барственный,0
1124,нынче,охотно,0
1125,рисуночный,заботливый,0
1126,интеллигентный,интеллигентский,1
1127,наблюдательский,наблюдательный,1
1128,оттирать,оболванить,0
1129,работник,рабочий,1
1130,иноверческий,иноверный,1
1131,пугливый,пуганый,1
1132,золотить,эффектность,0
1133,озолотить,обзолотить,1
1134,высотный,высокий,1
1135,вспрыгнуть,опаршиветь,0
1136,неоглядный,вожделенный,0
1137,крестный,проблематичный,0
1138,абонент,остервенить,0
1139,цельный,сборчатый,0
1140,поверка,проверка,1
1141,шлифовальщик,шлифовальник,1
1142,завоевательный,завоевательский,1
1143,токсичный,токсический,1
1144,перегородочный,перегородчатый,1
1145,игольчатый,иголочный,1
1146,дрогнуть,вздрогнуть,1
1147,сборчатый,чудной,0
1148,вешалка,вешала,1
1149,грибное,выгодность,0
1150,волосатый,волосистый,1
1151,бесчувствие,обезлошадить,0
1152,единовременный,одновременный,1
1153,тема,тематика,1
1154,упадочнический,упадочный,1
1155,обесплодеть,обесплодить,1
1156,цепенить,раскрытие,0
1157,энциклопедический,советчик,0
1158,публицистичный,подделка,0
1159,обезрыбеть,одышка,0
1160,идеалистистический,знамение,0
1161,стихотворный,понедельный,0
1162,ненавистнический,ненавистный,1
1163,докучно,каменистый,0
1164,различный,разный,1
1165,гнутый,гнуткий,1
1166,кожный,скарпель,0
1167,волосистый,анекдотичный,0
1168,догматический,догматичный,1
1169,встряхнуть,тряхнуть,1
1170,декоративный,декорационный,1
1171,демонтаж,монтаж,1
1172,обезводить,обезводеть,1
1173,происки,поиски,1
1174,сочинительный,сочинительский,1
1175,неорганичный,неорганический,1
1176,венок,венец,1
1177,оделить,обделить,1
1178,сладостный,сладкий,1
1179,схематический,схематичный,1
1180,подбородник,подбородок,1
1181,гончарский,раскольнический,0
1182,злой,широкий,0
1183,отирать,оттирать,1
1184,господский,бурав,0
1185,изнашиваемость,изношенность,1
1186,посёлок,злой,0
1187,корневой,приглядный,0
1188,юмореска,варенье,0
1189,декоративный,наполнить,0
1190,сытый,поэтический,0
1191,элегичный,элегический,1
1192,художнический,удачливый,0
1193,рабочий,вспоминать,0
1194,корневой,коренной,1
1195,взвесить,свесить,1
1196,понятливый,понятный,1
1197,складской,складной,1
1198,экономский,экономный,1
1199,воскресать,воскрешать,1
1200,подживлять,гагарий,0
1201,отметка,цветы,0
1202,оформительский,оформительный,1
1203,инженерский,инженерный,1
1204,исполнительский,отборник,0
1205,бунтовщик,бунтарь,1
1206,героизм,героика,1
1207,кардинальный,годовой,0
1208,постричь,подстричь,1
1209,единообразие,однообразие,1
1210,конфузный,зубастый,0
1211,антипатичный,конфузно,0
1212,различие,охотливо,0
1213,скобочный,цепенеть,0
1214,симптоматический,певческий,0
1215,головешки,инородческий,0
1216,экранизировать,экранировать,1
1217,вечеря,вечерня,1
1218,оплатить,отплатить,1
1219,пионерный,пионерский,1
1220,аллегоричный,аллегорический,1
1221,вначале,изначально,1
1222,юмористический,юмористичный,1
1223,высветить,высветлить,1
1224,дождевой,доходить,0
1225,синить,деспотический,0
1226,чудной,возмущённый,0
1227,отклик,продуктовый,0
1228,червиветь,здравица,0
1229,отдельный,отдельский,1
1230,духовность,душевность,1
1231,жабий,жабный,1
1232,холодеть,дождевой,0
1233,сметливый,диктат,0
1234,золотить,золотеть,1
1235,безголосый,темнить,0
1236,экспонент,экспонат,1
1237,пьянить,пьянеть,1
1238,блестеть,жалостный,0
1239,потоки,метафизичный,0
1240,жестокий,остервенеть,0
1241,вешала,вешалка,1
1242,лесистый,охотливо,0
1243,обвязать,обязать,1
1244,расточительский,расточительный,1
1245,вдеть,вздеть,1
1246,поспешный,поспешливый,1
1247,работник,апокрифический,0
1248,дегенерация,синеть,0
1249,гневный,фиеста,0
1250,внеклассовый,внеклассный,1
1251,ломить,перегородчатый,0
1252,осветлитель,мелодраматический,0
1253,неприметливый,неприметный,1
1254,Атлантида,Атлантика,1
1255,гуманный,гуманистический,1
1256,воспитательский,воспитательный,1
1257,дефективный,побуждать,0
1258,терпимость,лобный,0
1259,стать,встать,1
1260,игривый,игристый,1
1261,зверский,звериный,1
1262,этический,дефективный,0
1263,сдвоенный,удвоенный,1
1264,иноверный,иноверческий,1
1265,горловина,горло,1
1266,неорганический,командировочный,0
1267,испытательский,полюс,0
1268,скотский,озлеть,0
1269,тяжко,тягостно,1
1270,окаменеть,окаменить,1
1271,неудачливый,микроскопичный,0
1272,вечный,вековой,1
1273,тупеть,тупить,1
1274,классный,редить,0
1275,крючкотворский,перегородчатый,0
1276,протрезвить,царственный,0
1277,напоминание,изуверный,0
1278,эстетный,эстетский,1
1279,летательный,атавистичный,0
1280,дворовый,придворный,1
1281,явственно,явно,1
1282,удачный,удачливый,1
1283,отпечатать,докучливо,0
1284,дефектный,дефективный,1
1285,ограниченность,ограничение,1
1286,завоевательский,идиотичный,0
1287,невежа,полнить,0
1288,доходный,доходчивый,1
1289,архаический,архаичный,1
1290,палаточный,претерпеть,0
1291,непроглядный,яблочный,0
1292,водяной,водный,1
1293,дворовый,летательный,0
1294,гончарский,гончарный,1
1295,длительный,работник,0
1296,скобочный,исполнительский,0
1297,подживлять,подживать,1
1298,гарантия,гарант,1
1299,отмета,отметка,1
1300,пропащий,пропавший,1
1301,разливчатый,осиротить,0
1302,вздох,жабный,0
1303,артистичный,артистический,1
1304,подпяточник,мучительский,0
1305,мужичий,чиновницкий,0
1306,холодильщик,холодильник,1
1307,спусковой,вдеть,0
1308,потребительный,интеллигентский,0
1309,покорливый,покорный,1
1310,гагарий,ледяной,0
1311,анекдотический,анекдотичный,1
1312,отрешение,отречение,1
1313,пергаментный,пергаменный,1
1314,сравнительный,гашенный,0
1315,провиниться,повиниться,1
1316,заботный,заботливый,1
1317,провиниться,единственный,0
1318,толстить,держать,0
1319,рисковый,рисковой,1
1320,элегический,осветлитель,0
1321,старинный,вспрыгнуть,0
1322,обрывок,отрывок,1
1323,вегетационный,наследственный,0
1324,осудить,сломанный,0
1325,складной,охотно,0
1326,обзолотить,озолотить,1
1327,впрыгнуть,вспрыгнуть,1
1328,различать,отличать,1
1329,атака,контратака,1
1330,ящер,представительный,0
1331,гостинный,демократичный,0
1332,инженерный,инженерский,1
1333,иждивенство,иждивенчество,1
1334,анекдотический,вспоминать,0
1335,заглавный,главный,1
1336,ароматичный,ароматический,1
1337,съёмочный,тупеть,0
1338,авантюрин,поручительский,0
1339,легитимный,легальный,1
1340,ювелирный,ювелирский,1
1341,изобретательный,изобретательский,1
1342,гадальный,архаический,0
1343,авторитарный,авторитетный,1
1344,адресат,незаметный,0
1345,пастушеский,пастуший,1
1346,начертать,акционерский,0
1347,завидливый,завидный,1
1348,съёмочный,съёмный,1
1349,сметливый,сметный,1
1350,добычный,добычливый,1
1351,единоверный,единоверческий,1
1352,нафталан,решительность,0
1353,рабочий,работник,1
1354,испытательский,дисквалификация,0
1355,оживать,интеллигентский,0
1356,публицистичный,публицистический,1
1357,аргонавт,удачный,0
1358,болезненный,приглядливый,0
1359,гнездо,хозяйский,0
1360,неграмотный,безграмотный,1
1361,сценичный,бесчувствие,0
1362,меланхоличный,меланхолический,1
1363,приобретательный,приобретательский,1
1364,обезземелеть,обезлошадить,0
1365,заодно,воедино,1
1366,явный,явственный,1
1367,экзерциции,гигиеничный,0
1368,аспират,обезлошадить,0
1369,ироничный,наличие,0
1370,абстракция,абстрактность,1
1371,господний,господский,1
1372,желанный,желательный,1
1373,отдельный,в общем,0
1374,поэтический,приютный,0
1375,удалой,удальской,1
1376,чародейский,поворотный,0
1377,холопский,холопий,1
1378,сценичный,вожделеющий,0
1379,напоминание,мельничий,0
1380,индейский,пластический,0
1381,пластический,пластичный,1
1382,приметливый,приметный,1
1383,вороновый,вороний,1
1384,исторический,историчный,1
1385,протрезвить,вакханальный,0
1386,подхалимский,подхалимный,1
1387,досадный,болотный,0
1388,бур,гигиенический,0
1389,зло,злостно,1
1390,преобразовательный,преобразовательский,1
1391,могильник,могильщик,1
1392,жавороночий,жавороночный,1
1393,практический,ящер,0
1394,обличительный,обличительский,1
1395,советник,советчик,1
1396,квадрат,декорационный,0
1397,просветительный,просветительский,1
1398,игристый,трагичный,0
1399,шумовой,ароматичный,0
1400,благоустройство,благоустроенность,1
1401,теоретический,теоретичный,1
1402,подписать,классный,0
1403,даровой,дарёный,1
1404,остеклеть,остеклить,1
1405,удачливо,годовалый,0
1406,остервенить,остервенеть,1
1407,экспонат,экспонент,1
1408,дудочный,дудчатый,1
1409,налагать,возлагать,1
1410,благотворный,разный,0
1411,представление,булавочный,0
1412,наёмничий,телевизионник,0
1413,демократичный,преобразовательский,0
1414,темнить,темнеть,1
1415,хлебопашенный,хлебопашеский,1
1416,шляпочный,шляпный,1
1417,неизмеримый,декларационный,0
1418,ковкий,ковочный,1
1419,зубатый,зубастый,1
1420,хлеборобный,истеричный,0
1421,художнический,гуманизм,0
1422,контратака,атака,1
1423,обессилить,нетерпимо,0
1424,покупательский,покупательный,1
1425,завидный,оппортунистичный,0
1426,глиняный,глинистый,1
1427,пластинчатый,пластиночный,1
1428,подрядный,подрядческий,1
1429,преемник,гражданственный,0
1430,травматологический,травматический,1
1431,расчётный,неудачный,0
1432,хвостистский,отпечатать,0
1433,единственный,единый,1
1434,рыбий,рыбный,1
1435,вязаться,связываться,1
1436,глубокий,глубинный,1
1437,абонент,безличный,0
1438,командировочный,сборочный,0
1439,полнеть,садовнический,0
1440,эффективность,эффектность,1
1441,покорливый,аллегорический,0
1442,заблуждаться,заблудиться,1
1443,практичный,практический,1
1444,покорный,покорливый,1
1445,рогастый,рогатый,1
1446,флегматичный,клеёночный,0
1447,чудаческий,громкий,0
1448,Атлантика,Атлантида,1
1449,истребительский,подвижнический,0
1450,раскольничий,раскольнический,1
1451,придворный,диалектизм,0
1452,обжорливый,технологичный,0
1453,ябедный,ябедливый,1
1454,учредительский,учредительный,1
1455,скрытый,оболванеть,0
1456,охладить,контратака,0
1457,пророчественный,пророческий,1
1458,подделка,проделка,1
1459,взбежать,стихотворный,0
1460,складской,глупеть,0
1461,дипломат,дипломант,1
1462,авторитетный,авторитарный,1
1463,поэтичный,поэтический,1
1464,правительственный,правительский,1
1465,человечий,человечный,1
1466,зубатый,червы,0
1467,малопонятный,малопонятливый,1
1468,тюлений,тюленевый,1
1469,гончарский,доверительный,0
1470,нафталин,допуск,0
1471,холодильник,конфузный,0
1472,неорганический,нынче,0
1473,комитент,новация,0
1474,оглупеть,оглупить,1
1475,хвостистский,хвостистый,1
1476,автономность,автономия,1
1477,добровольческий,приметать,0
1478,надеть,одеть,1
1479,потребительный,узорчатый,0
1480,неприметливый,сценический,0
1481,активизировать,активировать,1
1482,добрый,добротный,1
1483,конфузливый,романтичный,0
1484,автобиографичный,автобиографический,1
1485,дипломатический,исходный,0
1486,чиновничий,чиновницкий,1
1487,воедино,заодно,1
1488,командировочный,отбойщик,0
1489,циничный,осветить,0
1490,жалостно,жалостливо,1
1491,ненаглядный,высветить,0
1492,грибное,диалектизм,0
1493,светить,вложение,0
1494,мельничный,мельничий,1
1495,безумство,безумие,1
1496,экономика,экономия,1
1497,тягостно,тяжко,1
1498,обладать,шефствовать,0
1499,гагарий,гагаровый,1
1500,выгодность,выгода,1
1501,ребячий,ребячливый,1
1502,русский,ребячливый,0
1503,городовой,преобразовательский,0
1504,генеральский,генеральный,1
1505,защитительный,пластический,0
1506,хваткий,хватский,1
1507,ритмичный,измышление,0
1508,конфузно,конфузливо,1
1509,удалой,сытный,0
1510,ненаглядный,идиотичный,0
1511,солитёр,дивизион,0
1512,обеднеть,обрывчатый,0
1513,коричневый,коричный,1
1514,приметливый,собственнический,0
1515,шутливый,шуточный,1
1516,бородатый,мужичий,0
1517,одноручный,фен,0
1518,астматичный,годовалый,0
1519,невинный,невиновный,1
1520,фактор,дымный,0
1521,обладать,владеть,1
1522,отчётливый,сводчатый,0
1523,рост,возраст,1
1524,талант,талан,1
1525,стихотворческий,стихотворный,1
1526,спасательный,дипломатический,0
1527,сравнительный,сравнимый,1
1528,разместиться,поместиться,1
1529,скотный,скотский,1
1530,достигать,деляческий,0
1531,ребячий,лиричный,0
1532,бесчувственность,кондукторный,0
1533,неоглядный,ненаглядный,1
1534,громовой,громкий,1
1535,сборчатый,оцепенить,0
1536,комитент,жавороночий,0
1537,ненавистный,ненавистнический,1
1538,легитимный,взбежать,0
1539,классный,безграмотный,0
1540,контратака,приобретательный,0
1541,существо,побуждать,0
1542,коптить,вольный,0
1543,ящер,ящур,1
1544,всход,восход,1
1545,рыбак,словесный,0
1546,сметный,искусственный,0
1547,понедельничный,понедельный,1
1548,гневливый,гневный,1
1549,клеточный,простак,0
1550,сценичный,органический,0
1551,грубеть,бунтарь,0
1552,вздохнуть,вдохнуть,1
1553,незаметный,незаметливый,1
1554,мелодраматичный,разграничить,0
1555,зимовщик,сломленный,0
1556,пылкость,вспыльчивость,1
1557,органический,органичный,1
1558,взвалить,кормильщица,0
1559,неудачный,отграничить,0
1560,признательный,признанный,1
1561,живой,животный,1
1562,методический,методистский,1
1563,мистичный,полнить,0
1564,нестерпимо,нетерпимо,1
1565,естество,естественность,1
1566,вздрогнуть,иждивенчество,0
1567,гнуткий,лавочнический,0
1568,отирать,горючий,0
1569,желтеть,желтить,1
1570,горло,горловина,1
1571,хозяйственный,ритмичный,0
1572,черкеска,опаршивить,0
1573,шершавить,шершаветь,1
1574,провиниться,дымовой,0
1575,сметливый,мельничный,0
1576,перепоночный,перепончатый,1
1577,беглец,беженец,1
1578,переливочный,обидчивый,0
1579,легальный,легитимный,1
1580,вегетационный,дифференциальный,0
1581,орлёный,орлиный,1
1582,дипломатия,дипломатика,1
1583,безвинный,невинный,1
1584,непонятно,непонятливо,1
1585,незаметливый,незаметный,1
1586,врыть,взрыть,1
1587,этичный,этический,1
1588,барский,барственный,1
1589,благодарственный,волнующий,0
1590,леденеть,монтаж,0
1591,скрытный,волосатый,0
1592,отрывок,обрывок,1
1593,костный,сводчатый,0
1594,просёлок,пугливый,0
1595,царский,царственный,1
1596,вакансия,заводской,0
1597,информативный,обогреть,0
1598,монистический,хлеборобский,0
1599,ограничение,юмористичный,0
1600,мудреть,вдеть,0
1601,тематика,тема,1
1602,премьерский,премьерный,1
1603,бедняк,бедняга,1
1604,оформительский,светлить,0
1605,ловчий,ловкий,1
1606,могильщик,могильник,1
1607,дипломатичный,дипломатический,1
1608,восполнить,вешала,0
1609,зубья,зубы,1
1610,адресат,цветистый,0
1611,повиниться,синить,0
1612,черстветь,черствить,1
1613,наличность,наличие,1
1614,глинистый,глиняный,1
1615,бородатый,бородастый,1
1616,остеклеть,симптоматичный,0
1617,приобретательский,подделка,0
1618,грубить,грубеть,1
1619,рыбак,рыболов,1
1620,фантазёрство,бедняга,0
1621,дисквалификация,деквалификация,1
1622,масляный,маслянистый,1
1623,достойно,пристойно,1
1624,вздохнуть,кулацкий,0
1625,упадочный,упадочнический,1
1626,малахитный,малахитовый,1
1627,малоудачливый,просёлок,0
1628,деляческий,дельный,1
1629,горячий,горючий,1
1630,деловой,демонтаж,0
1631,деляческий,публицистичный,0
1632,обезземелеть,обезземелить,1
1633,обхватить,охватить,1
1634,крашеный,красочный,1
1635,технологичный,личностный,0
1636,яблочный,оклик,0
1637,разночинный,разночинский,1
1638,гусячий,оформительский,0
1639,окаменить,охладить,0
1640,предоставление,представление,1
1641,осветитель,явственно,0
1642,восприемник,преемник,1
1643,обезножеть,обезножить,1
1644,горло,шелковистый,0
1645,артистический,ремесленный,0
1646,варенный,варёный,1
1647,каменный,каменистый,1
1648,органический,ванна,0
1649,Финско-,критичный,0
1650,черепаший,черепаховый,1
1651,монтаж,демонтаж,1
1652,проступок,поступок,1
1653,обессилить,оплатить,0
1654,строительский,варкий,0
1655,бесчувственность,цвета,0
1656,представительный,представительский,1
1657,начертать,ригористический,0
1658,притязательный,притягательный,1
1659,приглядный,приглядливый,1
1660,историчный,слоновий,0
1661,потоки,источник,0
1662,головашки,головешки,1
1663,надеть,разливочный,0
1664,вздрогнуть,дрогнуть,1
1665,жилой,дипломатика,0
1666,жавороночий,разборочный,0
1667,временник,дождевой,0
1668,дружеский,дружественный,1
1669,термальный,термический,1
1670,публицистический,публицистичный,1
1671,толстить,толстеть,1
1672,изнашиваемость,масляный,0
1673,заживлять,заживать,1
1674,измышление,переливчатый,0
1675,акционерный,восприемник,0
1676,симптоматичный,достоинство,0
1677,трубочный,безликий,0
1678,ненавистнический,ритмический,0
1679,схоластичный,схоластический,1
1680,проблематичный,домоправление,0
1681,мудрить,безличный,0
1682,годовой,годовалый,1
1683,военный,воинский,1
1684,центральный,инженерный,0
1685,возраст,авторитетный,0
1686,переливчатый,переливочный,1
1687,бродяжий,бродячий,1
1688,злобный,зловещий,1
1689,высветлить,высветить,1
1690,псарный,отклоняться,0
1691,расчётный,расчётливый,1
1692,разодеть,оформительный,0
1693,интеллигентный,производный,0
1694,демонстративный,мастистый,0
1695,динамичный,скрытный,0
1696,останки,остатки,1
1697,солярный,соляровый,1
1698,гашёный,докучливый,0
1699,защитный,защитительный,1
1700,симптоматический,истеричный,0
1701,сбитый,наследство,0
1702,цинический,циничный,1
1703,Атлантида,вафельница,0
1704,охладеть,охладить,1
1705,полировочный,полированный,1
1706,анекдотичный,барский,0
1707,подпятник,пионерный,0
1708,гусячий,гусачий,1
1709,воскресенье,воскресение,1
1710,охотливо,охотно,1
1711,невежда,невежа,1
1712,идиотический,идиотичный,1
1713,представление,предоставление,1
1714,здравница,здравица,1
1715,вариант,аллегорический,0
1716,выжидательный,выжидающий,1
1717,словарный,оживать,0
1718,дидактический,дидактичный,1
1719,разборчивый,выучить,0
1720,дельфиновый,дельфиний,1
1721,малоудачливый,докучно,0
1722,юродливый,юродивый,1
1723,признанный,признательный,1
1724,сборочный,сборчатый,1
1725,осветить,осветлить,1
1726,коптеть,коптить,1
1727,легитимный,потребительный,0
1728,ящер,фактор,0
1729,добрый,отграничить,0
1730,реабилитированный,реабилитационный,1
1731,угодный,обоснование,0
1732,инородческий,инородный,1
1733,выдержать,сдержать,1
1734,деловой,деловитый,1
1735,антагонистический,обогреть,0
1736,пергаменный,пергаментный,1
1737,явно,группировка,0
1738,чудацкий,чудаческий,1
1739,черкешенка,обзолотить,0
1740,довольство,довольствие,1
1741,произношение,произнесение,1
1742,вбежать,фланелевый,0
1743,гордый,вбить,0
1744,дуреть,дурить,1
1745,блудить,шлифовальник,0
1746,деспотия,деспотизм,1
1747,завоевательский,завоевательный,1
1748,вязаться,мифичный,0
1749,истребительский,истребительный,1
1750,истерический,истеричный,1
1751,симпатичный,симпатический,1
1752,искательный,искательский,1
1753,дипломатический,поспешливый,0
1754,обездушить,довольствие,0
1755,мудреть,опечатать,0
1756,купальщик,купальник,1
1757,обстоятельственный,обстоятельный,1
1758,апокрифичный,возраст,0
1759,злобный,ограниченность,0
1760,отборник,отборщик,1
1761,дифференциальный,дифференцированный,1
1762,действие,новация,0
1763,аспират,игольчатый,0
1764,сталактит,сталагмит,1
1765,плавки,плавни,1
1766,непонятный,непонятливый,1
1767,однокорневой,однокоренной,1
1768,греческий,грецкий,1
1769,психологический,динамизм,0
1770,вдовий,вдовый,1
1771,доминантовый,злостный,0
1772,потёки,потоки,1
1773,обогреть,огреть,1
1774,зимовник,зимовщик,1
1775,разливчатый,бесчувственность,0
1776,спасительный,спасательный,1
1777,обезземелеть,ярый,0
1778,концепт,концепция,1
1779,демонстрационный,демонстративный,1
1780,гигиенический,исполнительский,0
1781,вообще,взвесить,0
1782,догматический,кормильщица,0
1783,двояшки,живительный,0
1784,полюс,непонятливый,0
1785,отклик,подпятник,0
1786,горловина,опасный,0
1787,идиотический,разместить,0
1788,ребячливый,ребячий,1
1789,примотать,вражеский,0
1790,решительность,решимость,1
1791,женский,братский,0
1792,варкий,премьерский,0
1793,одеть,гоночный,0
1794,братний,братский,1
1795,экономический,озолотеть,0
1796,расточительный,расточительский,1
1797,парламентёрский,горючий,0
1798,белеть,белить,1
1799,заходить,доходить,1
1800,приютский,приютный,1
1801,сломанный,сломленный,1
1802,неудачливый,репрессия,0
1803,грозовой,грозный,1
1804,однообразие,единообразие,1
1805,блестеть,блистать,1
1806,экзерсисы,синить,0
1807,пугливый,отметка,0
1808,негласный,безгласный,1
1809,золотить,вороний,0
1810,исторический,игристый,0
1811,ювелирный,Ганнибал,0
1812,кондукторский,кондукторный,1
1813,деляческий,элегичный,0
1814,рожать,рождать,1
1815,осиротеть,беженец,0
1816,малахитовый,узорный,0
1817,поминать,вспоминать,1
1818,сытно,сыто,1
1819,прозаичный,прозаический,1
1820,обидчивый,обидный,1
1821,пенсионер,пансионер,1
1822,догматичный,догматический,1
1823,авторитетный,добычливый,0
1824,особый,особенный,1
1825,палаточный,палатный,1
1826,группировка,группа,1
1827,движитель,двигатель,1
1828,фен,угодный,0
1829,терпеливость,терпимость,1
1830,дарёный,даровой,1
1831,насильно,претерпеть,0
1832,антипедагогический,антипедагогичный,1
1833,обезглаветь,обезглавить,1
1834,невиновный,невинный,1
1835,садовничий,жестокий,0
1836,видение,видение,1
1837,человечный,человечий,1
1838,сладкий,сладостный,1
1839,интернет,интранет,1
1840,акционерный,акционерский,1
1841,жавороночный,жавороночий,1
1842,шефствовать,шествовать,1
1843,экономический,экономичный,1
1844,шефствовать,испытательный,0
1845,выборный,выборочный,1
1846,продуктовый,продуктивный,1
1847,динамика,динамизм,1
1848,бережность,бережливость,1
1849,терпимость,терпеливость,1
1850,отклик,акселерат,0
1851,технологичный,воскресение,0
1852,явно,явственно,1
1853,охладить,спускной,0
1854,удачно,удачливо,1
1855,налагать,защитный,0
1856,метафизический,докучливо,0
1857,взыскательный,досадливо,0
1858,грибное,грибковое,1
1859,держать,содержать,1
1860,шелковый,шелковистый,1
1861,симпатический,зловещий,0
1862,дегенерация,маститый,0
1863,обязать,отговорка,0
1864,глупить,длинный,0
1865,насильственно,насильно,1
1866,бесчувствие,зловещий,0
1867,зачинщик,лиричный,0
1868,притягательный,притязательный,1
1869,озлить,избирательский,0
1870,гашенный,гашёный,1
1871,зачинщик,шелковистый,0
1872,неорганический,беглец,0
1873,антрацитовый,антрацитный,1
1874,расчётливый,расчётный,1
1875,поспешливый,поспешный,1
1876,информационный,информативный,1
1877,породить,тюлений,0
1878,горний,горный,1
1879,искусственно,искусно,1
1880,трубчатый,обезглавить,0
1881,оболванить,наедине,0
1882,поместить,подхалимный,0
1883,рыболов,рыбак,1
1884,вклад,вложение,1
1885,вздох,вдох,1
1886,поедим,поедем,1
1887,симптоматический,симптоматичный,1
1888,дармоедный,сравнимый,0
1889,монистический,монистичный,1
1890,фиеста,сиеста,1
1891,досадно,досадливо,1
1892,бур,бурав,1
1893,полнить,темь,0
1894,вечерня,натуралистичный,0
1895,терпеливость,сметливый,0
1896,происки,дудочный,0
1897,сбитый,естество,0
1898,скобочный,цепенить,0
1899,гражданственный,гражданский,1
1900,обсуждение,отборный,0
1901,рачий,раковый,1
1902,лакировочный,лакированный,1
1903,генеральный,соседний,0
1904,генеральный,заплатить,0
1905,наедине,чудной,0
1906,декларативный,просительский,0
1907,поэтичный,переливчатый,0
1908,вечеря,вымысел,0
1909,воскрешать,воскресать,1
1910,желательный,явно,0
1911,фантастический,фантастичный,1
1912,исполнительский,малахитный,0
1913,фиеста,искусный,0
1914,лесной,лесистый,1
1915,вбить,взбить,1
1916,приютский,оттирать,0
1917,изнашиваемость,неизмеримый,0
1918,пансионер,пенсионер,1
1919,безликий,безличный,1
1920,толстеть,толстить,1
1921,содержать,нарастить,0
1922,обезлюдеть,обезлюдить,1
1923,вассальский,вассальный,1
1924,именной,именитый,1
1925,воспитательный,воспитательский,1
1926,выборочный,выборный,1
1927,лавочный,лавочнический,1
1928,хозяйский,хозяйственный,1
1929,полнить,остепенить,0
1930,подпятник,надувательский,0
1931,осиротить,Антарктика,0
1932,вдохнуть,вздохнуть,1
1933,озлить,озлеть,1
1934,юродивый,невинный,0
1935,постель,пастель,1
1936,клетчатый,тяготеть,0
1937,адресат,двигатель,0
1938,безликий,обстоятельный,0
1939,нитчатый,грамматичный,0
1940,рыболовный,рыболовецкий,1
1941,осуждение,понятливый,0
1942,завидный,невежа,0
