,word1,word2,label
1009,овчарня,овчарка,1
1010,оглупеть,оглупить,1
1011,оглупить,оглупеть,1
1012,оговорка,отговорка,1
1013,отговорка,оговорка,1
1014,огородить,оградить,1
1015,оградить,огородить,1
1016,ограничение,ограниченность,1
1017,ограниченность,ограничение,1
1018,огрызаться,отгрызаться,1
1019,отгрызаться,огрызаться,1
1020,одеть,надеть,1
1021,надеть,одеть,1
1022,одинокий,одиночный,1
1023,одиночный,одинокий,1
1024,однокоренной,однокорневой,1
1025,однокорневой,однокоренной,1
1026,однорукий,одноручный,1
1027,одноручный,однорукий,1
1028,одышка,отдышка,1
1029,отдышка,одышка,1
1030,оживать,оживлять,1
1031,оживлять,оживать,1
1032,озлеть,озлить,1
1033,озлить,озлеть,1
1034,озолотеть,озолотить,1
1035,озолотить,озолотеть,1
1036,окаменеть,окаменить,1
1037,окаменить,окаменеть,1
1038,оклик,отклик,1
1039,отклик,оклик,1
1040,опаршиветь,опаршивить,1
1041,опаршивить,опаршиветь,1
1042,опасливо,опасно,1
1043,опасно,опасливо,1
1044,опасливый,опасный,1
1045,опасный,опасливый,1
1046,опечатать,отпечатать,1
1047,отпечатать,опечатать,1
1048,опечатки,отпечатки,1
1049,отпечатки,опечатки,1
1050,описка,отписка,1
1051,отписка,описка,1
1052,оплатить,отплатить,1
1053,отплатить,оплатить,1
1054,оппортунистический,оппортунистичный,1
1055,оппортунистичный,оппортунистический,1
1056,опытнический,опытный,1
1057,опытный,опытнический,1
1058,органический,органичный,1
1059,органичный,органический,1
1060,ординарный,ординарческий,1
1061,ординарческий,ординарный,1
1062,орлёный,орлиный,1
1063,орлиный,орлёный,1
1064,осветитель,осветлитель,1
1065,осветлитель,осветитель,1
1066,осветить,осветлить,1
1067,осветлить,осветить,1
1068,осиротеть,осиротить,1
1069,осиротить,осиротеть,1
1070,особенный,особый,1
1071,особый,особенный,1
1072,останки,остатки,1
1073,остатки,останки,1
1074,остеклеть,остеклить,1
1075,остеклить,остеклеть,1
1076,остепенеть,остепенить,1
1077,остепенить,остепенеть,1
1078,остервенеть,остервенить,1
1079,остервенить,остервенеть,1
1080,осуждение,обсуждение,1
1081,обсуждение,осуждение,1
1082,отбойник,отбойщик,1
1083,отбойщик,отбойник,1
1084,отборник,отборщик,1
1085,отборщик,отборник,1
1086,отборный,отборочный,1
1087,отборочный,отборный,1
1088,ответный,ответственный,1
1089,ответственный,ответный,1
1090,отдельный,отдельский,1
1091,отдельский,отдельный,1
1092,отирать,оттирать,1
1093,оттирать,отирать,1
1094,отмета,отметка,1
1095,отметка,отмета,1
1096,отречение,отрешение,1
1097,отрешение,отречение,1
1098,отрывок,обрывок,1
1099,обрывок,отрывок,1
1100,отряхнуть,стряхнуть,1
1101,стряхнуть,отряхнуть,1
1102,отходный,отходчивый,1
1103,отходчивый,отходный,1
1104,отчётливый,отчётный,1
1105,отчётный,отчётливый,1
1106,оформительный,оформительский,1
1107,оформительский,оформительный,1
1108,охладеть,охладить,1
1109,охладить,охладеть,1
1110,охотливо,охотно,1
1111,охотно,охотливо,1
1112,оцепенеть,оцепенить,1
1113,оцепенить,оцепенеть,1
1114,ошеек,ошейник,1
1115,ошейник,ошеек,1
1116,пакостливый,пакостный,1
1117,пакостный,пакостливый,1
1118,палатный,палаточный,1
1119,палаточный,палатный,1
1120,памятливый,памятный,1
1121,памятный,памятливый,1
1122,пансионер,пенсионер,1
1123,пенсионер,пансионер,1
1124,парламентский,парламентёрский,1
1125,парламентёрский,парламентский,1
1126,пастушеский,пастуший,1
1127,пастуший,пастушеский,1
1128,пастушок,пастушонок,1
1129,пастушонок,пастушок,1
1130,патриотический,патриотичный,1
1131,патриотичный,патриотический,1
1132,певческий,певчий,1
1133,певчий,певческий,1
1134,педагогический,педагогичный,1
1135,педагогичный,педагогический,1
1136,пергаменный,пергаментный,1
1137,пергаментный,пергаменный,1
1138,перегородочный,перегородчатый,1
1139,перегородчатый,перегородочный,1
1140,переливочный,переливчатый,1
1141,переливчатый,переливочный,1
1142,перепоночный,перепончатый,1
1143,перепончатый,перепоночный,1
1144,переродиться,переродниться,1
1145,переродниться,переродиться,1
1146,пионерный,пионерский,1
1147,пионерский,пионерный,1
1148,плавки,плавни,1
1149,плавни,плавки,1
1150,пластиночный,пластинчатый,1
1151,пластинчатый,пластиночный,1
1152,пластический,пластичный,1
1153,пластичный,пластический,1
1154,поверка,проверка,1
1155,проверка,поверка,1
1156,повиниться,провиниться,1
1157,провиниться,повиниться,1
1158,поворотливый,поворотный,1
1159,поворотный,поворотливый,1
1160,поглотить,проглотить,1
1161,проглотить,поглотить,1
1162,подбородник,подбородок,1
1163,подбородок,подбородник,1
1164,подвижнический,подвижный,1
1165,подвижный,подвижнический,1
1166,подголовник,подголовок,1
1167,подголовок,подголовник,1
1168,подживать,подживлять,1
1169,подживлять,подживать,1
1170,подпятник,подпяточник,1
1171,подпяточник,подпятник,1
1172,подрядный,подрядческий,1
1173,подрядческий,подрядный,1
1174,подстричь,постричь,1
1175,постричь,подстричь,1
1176,подхалимный,подхалимский,1
1177,подхалимский,подхалимный,1
1178,поедем,поедим,1
1179,поедим,поедем,1
1180,поиски,происки,1
1181,происки,поиски,1
1182,покорливый,покорный,1
1183,покорный,покорливый,1
1184,покупательный,покупательский,1
1185,покупательский,покупательный,1
1186,полемический,полемичный,1
1187,полемичный,полемический,1
1188,полированный,полировочный,1
1189,полировочный,полированный,1
1190,полис,полюс,1
1191,полюс,полис,1
1192,политический,политичный,1
1193,политичный,политический,1
1194,полнеть,полнить,1
1195,полнить,полнеть,1
1196,помета,пометка,1
1197,пометка,помета,1
1198,понедельничный,понедельный,1
1199,понедельный,понедельничный,1
1200,понятливый,понятный,1
1201,понятный,понятливый,1
1202,популярный,популистский,1
1203,популистский,популярный,1
1204,порвать,прервать,1
1205,прервать,порвать,1
1206,породить,породнить,1
1207,породнить,породить,1
1208,порумянеть,порумянить,1
1209,порумянить,порумянеть,1
1210,поручительный,поручительский,1
1211,поручительский,поручительный,1
1212,посёлок,просёлок,1
1213,просёлок,посёлок,1
1214,последовать,проследовать,1
1215,проследовать,последовать,1
1216,поспешливый,поспешный,1
1217,поспешный,поспешливый,1
1218,постель,пастель,1
1219,пастель,постель,1
1220,поступок,проступок,1
1221,проступок,поступок,1
1222,потёки,потоки,1
1223,потоки,потёки,1
1224,потребительный,потребительский,1
1225,потребительский,потребительный,1
1226,почтенный,почтительный,1
1227,почтительный,почтенный,1
1228,поэтический,поэтичный,1
1229,поэтичный,поэтический,1
1230,правительский,правительственный,1
1231,правительственный,правительский,1
1232,праздничный,праздный,1
1233,праздный,праздничный,1
1234,практический,практичный,1
1235,практичный,практический,1
1236,предоставить,представить,1
1237,представить,предоставить,1
1238,предоставление,представление,1
1239,представление,предоставление,1
1240,представительный,представительский,1
1241,представительский,представительный,1
1242,представиться,преставиться,1
1243,преставиться,представиться,1
1244,премьерный,премьерский,1
1245,премьерский,премьерный,1
1246,преобразовательный,преобразовательский,1
1247,преобразовательский,преобразовательный,1
1248,претерпеть,перетерпеть,1
1249,перетерпеть,претерпеть,1
1250,приветный,приветственный,1
1251,приветственный,приветный,1
1252,приглядливый,приглядный,1
1253,приглядный,приглядливый,1
1254,признанный,признательный,1
1255,признательный,признанный,1
1256,приметать,примотать,1
1257,примотать,приметать,1
1258,приметливый,приметный,1
1259,приметный,приметливый,1
1260,приобретательный,приобретательский,1
1261,приобретательский,приобретательный,1
1262,притягательный,притязательный,1
1263,притязательный,притягательный,1
1264,приютный,приютский,1
1265,приютский,приютный,1
1266,проблемный,проблематичный,1
1267,проблематичный,проблемный,1
1268,проделка,подделка,1
1269,подделка,проделка,1
1270,продуктивный,продуктовый,1
1271,продуктовый,продуктивный,1
1272,прожигательный,прожигательский,1
1273,прожигательский,прожигательный,1
1274,прозаический,прозаичный,1
1275,прозаичный,прозаический,1
1276,производный,производственный,1
1277,производственный,производный,1
1278,производство,производительность,1
1279,производительность,производство,1
1280,произнесение,произношение,1
1281,произношение,произнесение,1
1282,пропавший,пропащий,1
1283,пропащий,пропавший,1
1284,проповеднический,проповедничий,1
1285,проповедничий,проповеднический,1
1286,пророческий,пророчественный,1
1287,пророчественный,пророческий,1
1288,просветительный,просветительский,1
1289,просветительский,просветительный,1
1290,просительный,просительский,1
1291,просительский,просительный,1
1292,простак,простец,1
1293,простец,простак,1
1294,простацкий,простецкий,1
1295,простецкий,простацкий,1
1296,простудливый,простудный,1
1297,простудный,простудливый,1
1298,протрезветь,протрезвить,1
1299,протрезвить,протрезветь,1
1300,псарный,псарский,1
1301,псарский,псарный,1
1302,психологический,психологичный,1
1303,психологичный,психологический,1
1304,публицистический,публицистичный,1
1305,публицистичный,публицистический,1
1306,пугливый,пуганый,1
1307,пуганый,пугливый,1
1308,пьянеть,пьянить,1
1309,пьянить,пьянеть,1
1310,работник,рабочий,1
1311,рабочий,работник,1
1312,разборочный,разборчивый,1
1313,разборчивый,разборочный,1
1314,разграничить,отграничить,1
1315,отграничить,разграничить,1
1316,раздеть,разодеть,1
1317,разодеть,раздеть,1
1318,раздражение,раздражительность,1
1319,раздражительность,раздражение,1
1320,разливочный,разливчатый,1
1321,разливчатый,разливочный,1
1322,различать,отличать,1
1323,отличать,различать,1
1324,различие,отличие,1
1325,отличие,различие,1
1326,разместить,поместить,1
1327,поместить,разместить,1
1328,разместиться,поместиться,1
1329,поместиться,разместиться,1
1330,разночинный,разночинский,1
1331,разночинский,разночинный,1
1332,разный,различный,1
1333,различный,разный,1
1334,раковый,рачий,1
1335,рачий,раковый,1
1336,раскольнический,раскольничий,1
1337,раскольничий,раскольнический,1
1338,распутица,распутница,1
1339,распутница,распутица,1
1340,расточительный,расточительский,1
1341,расточительский,расточительный,1
1342,расчётливый,расчётный,1
1343,расчётный,расчётливый,1
1344,реабилитационный,реабилитированный,1
1345,реабилитированный,реабилитационный,1
1346,реалистический,реалистичный,1
1347,реалистичный,реалистический,1
1348,ребрастый,ребристый,1
1349,ребристый,ребрастый,1
1350,ребячий,ребячливый,1
1351,ребячливый,ребячий,1
1352,редеть,редить,1
1353,редить,редеть,1
1354,ремесленнический,ремесленный,1
1355,ремесленный,ремесленнический,1
1356,решимость,решительность,1
1357,решительность,решимость,1
1358,ригористический,ригористичный,1
1359,ригористичный,ригористический,1
1360,рисковой,рисковый,1
1361,рисковый,рисковой,1
1362,рисуночный,рисунчатый,1
1363,рисунчатый,рисуночный,1
1364,ритмический,ритмичный,1
1365,ритмичный,ритмический,1
1366,рогастый,рогатый,1
1367,рогатый,рогастый,1
1368,рожать,рождать,1
1369,рождать,рожать,1
1370,романтический,романтичный,1
1371,романтичный,романтический,1
1372,русский,российский,1
1373,российский,русский,1
1374,рыбак,рыболов,1
1375,рыболов,рыбак,1
1376,рыбий,рыбный,1
1377,рыбный,рыбий,1
1378,рыболовецкий,рыболовный,1
1379,рыболовный,рыболовецкий,1
1380,садовнический,садовничий,1
1381,садовничий,садовнический,1
1382,самодурный,самодурский,1
1383,самодурский,самодурный,1
1384,сапожничий,сапожный,1
1385,сапожный,сапожничий,1
1386,сатирический,сатиричный,1
1387,сатиричный,сатирический,1
1388,сборочный,сборчатый,1
1389,сборчатый,сборочный,1
1390,светить,светлить,1
1391,светлить,светить,1
1392,сводный,сводчатый,1
1393,сводчатый,сводный,1
1394,сдвоенный,удвоенный,1
1395,удвоенный,сдвоенный,1
1396,седельный,седельчатый,1
1397,седельчатый,седельный,1
1398,сеточный,сетчатый,1
1399,сетчатый,сеточный,1
1400,симпатический,симпатичный,1
1401,симпатичный,симпатический,1
1402,симптоматический,симптоматичный,1
1403,симптоматичный,симптоматический,1
1404,синеть,синить,1
1405,синить,синеть,1
1406,системный,систематический,1
1407,систематический,системный,1
1408,скальпель,скарпель,1
1409,скарпель,скальпель,1
1410,складной,складской,1
1411,складской,складной,1
1412,склочнический,склочный,1
1413,склочный,склочнический,1
1414,скобочный,скобчатый,1
1415,скобчатый,скобочный,1
1416,скотный,скотский,1
1417,скотский,скотный,1
1418,скрытный,скрытый,1
1419,скрытый,скрытный,1
1420,сладкий,сладостный,1
1421,сладостный,сладкий,1
1422,сладко,сладостно,1
1423,сладостно,сладко,1
1424,словарный,словесный,1
1425,словесный,словарный,1
1426,сломанный,сломленный,1
1427,сломленный,сломанный,1
1428,слоновий,слоновый,1
1429,слоновый,слоновий,1
1430,сметливый,сметный,1
1431,сметный,сметливый,1
1432,снискать,сыскать,1
1433,сыскать,снискать,1
1434,собирательный,собирательский,1
1435,собирательский,собирательный,1
1436,собственнический,собственный,1
1437,собственный,собственнический,1
1438,совестливо,совестно,1
1439,совестно,совестливо,1
1440,советник,советчик,1
1441,советчик,советник,1
1442,солитер,солитёр,1
1443,солитёр,солитер,1
1444,солярный,соляровый,1
1445,соляровый,солярный,1
1446,сопротивление,сопротивляемость,1
1447,сопротивляемость,сопротивление,1
1448,соседний,соседский,1
1449,соседский,соседний,1
1450,сочинительный,сочинительский,1
1451,сочинительский,сочинительный,1
1452,спасательный,спасительный,1
1453,спасительный,спасательный,1
1454,спускной,спусковой,1
1455,спусковой,спускной,1
1456,сравнимый,сравнительный,1
1457,сравнительный,сравнимый,1
1458,сталагмит,сталактит,1
1459,сталактит,сталагмит,1
1460,старательный,старательский,1
1461,старательский,старательный,1
1462,старый,старинный,1
1463,старинный,старый,1
1464,статический,статичный,1
1465,статичный,статический,1
1466,стеклеть,стеклить,1
1467,стеклить,стеклеть,1
1468,стеклянный,стекольный,1
1469,стекольный,стеклянный,1
1470,стихотворный,стихотворческий,1
1471,стихотворческий,стихотворный,1
1472,столовский,столовый,1
1473,столовый,столовский,1
1474,столярный,столярский,1
1475,столярский,столярный,1
1476,стрелец,стрелок,1
1477,стрелок,стрелец,1
1478,стрелочный,стрелчатый,1
1479,стрелчатый,стрелочный,1
1480,строительный,строительский,1
1481,строительский,строительный,1
1482,стяжательный,стяжательский,1
1483,стяжательский,стяжательный,1
1484,существо,сущность,1
1485,сущность,существо,1
1486,схематический,схематичный,1
1487,схематичный,схематический,1
1488,схоластический,схоластичный,1
1489,схоластичный,схоластический,1
1490,сценический,сценичный,1
1491,сценичный,сценический,1
1492,съёмный,съёмочный,1
1493,съёмочный,съёмный,1
1494,сытно,сыто,1
1495,сыто,сытно,1
1496,сытный,сытый,1
1497,сытый,сытный,1
1498,тактический,тактичный,1
1499,тактичный,тактический,1
1500,талан,талант,1
1501,талант,талан,1
1502,телевизионник,телевизионщик,1
1503,телевизионщик,телевизионник,1
1504,тема,тематика,1
1505,тематика,тема,1
1506,темнеть,темнить,1
1507,темнить,темнеть,1
1508,темь,тень,1
1509,тень,темь,1
1510,теоретический,теоретичный,1
1511,теоретичный,теоретический,1
1512,термальный,термический,1
1513,термический,термальный,1
1514,терпимость,терпеливость,1
1515,терпеливость,терпимость,1
1516,тесёмочный,тесёмчатый,1
1517,тесёмчатый,тесёмочный,1
1518,технический,техничный,1
1519,техничный,технический,1
1520,технологический,технологичный,1
1521,технологичный,технологический,1
1522,типический,типичный,1
1523,типичный,типический,1
1524,токсический,токсичный,1
1525,токсичный,токсический,1
1526,толстеть,толстить,1
1527,толстить,толстеть,1
1528,травматический,травматологический,1
1529,травматологический,травматический,1
1530,трагический,трагичный,1
1531,трагичный,трагический,1
1532,трубочный,трубчатый,1
1533,трубчатый,трубочный,1
1534,тупеть,тупить,1
1535,тупить,тупеть,1
1536,тюленевый,тюлений,1
1537,тюлений,тюленевый,1
1538,тягостно,тяжко,1
1539,тяжко,тягостно,1
1540,тягостный,тяжкий,1
1541,тяжкий,тягостный,1
1542,тяготеть,тяготить,1
1543,тяготить,тяготеть,1
1544,угодливо,угодно,1
1545,угодно,угодливо,1
1546,угодливый,угодный,1
1547,угодный,угодливый,1
1548,удалой,удальской,1
1549,удальской,удалой,1
1550,удачливо,удачно,1
1551,удачно,удачливо,1
1552,удачливый,удачный,1
1553,удачный,удачливый,1
1554,узорный,узорчатый,1
1555,узорчатый,узорный,1
1556,уклонение,отклонение,1
1557,отклонение,уклонение,1
1558,уклоняться,отклоняться,1
1559,отклоняться,уклоняться,1
1560,умный,умственный,1
1561,умственный,умный,1
1562,униженный,унизительный,1
1563,унизительный,униженный,1
1564,упадочнический,упадочный,1
1565,упадочный,упадочнический,1
1566,усастый,усатый,1
1567,усатый,усастый,1
1568,усвоить,освоить,1
1569,освоить,усвоить,1
1570,учредительный,учредительский,1
1571,учредительский,учредительный,1
1572,фабрикант,фабрикат,1
1573,фабрикат,фабрикант,1
1574,фазаний,фазановый,1
1575,фазановый,фазаний,1
1576,факт,фактор,1
1577,фактор,факт,1
1578,фактический,фактичный,1
1579,фактичный,фактический,1
1580,фанатический,фанатичный,1
1581,фанатичный,фанатический,1
1582,фантазёрство,фантазирование,1
1583,фантазирование,фантазёрство,1
1584,фантастический,фантастичный,1
1585,фантастичный,фантастический,1
1586,феерический,фееричный,1
1587,фееричный,феерический,1
1588,фен,фён,1
1589,фён,фен,1
1590,фиеста,сиеста,1
1591,сиеста,фиеста,1
1592,Финно-,Финско-,1
1593,Финско-,Финно-,1
1594,фланелевый,фланельный,1
1595,фланельный,фланелевый,1
1596,флегматический,флегматичный,1
1597,флегматичный,флегматический,1
1598,формат,формант,1
1599,формант,формат,1
1600,хваткий,хватский,1
1601,хватский,хваткий,1
1602,хвостистский,хвостистый,1
1603,хвостистый,хвостистский,1
1604,хищнический,хищный,1
1605,хищный,хищнический,1
1606,хлебопашенный,хлебопашеский,1
1607,хлебопашеский,хлебопашенный,1
1608,хлеборобный,хлеборобский,1
1609,хлеборобский,хлеборобный,1
1610,хозяйский,хозяйственный,1
1611,хозяйственный,хозяйский,1
1612,холодеть,холодить,1
1613,холодить,холодеть,1
1614,холодильник,холодильщик,1
1615,холодильщик,холодильник,1
1616,холопий,холопский,1
1617,холопский,холопий,1
1618,художественный,художнический,1
1619,художнический,художественный,1
1620,царский,царственный,1
1621,царственный,царский,1
1622,цвета,цветы,1
1623,цветы,цвета,1
1624,цветастый,цветистый,1
1625,цветистый,цветастый,1
1626,цветной,цветовой,1
1627,цветовой,цветной,1
1628,целый,цельный,1
1629,цельный,целый,1
1630,центральный,централизованный,1
1631,централизованный,центральный,1
1632,цепенеть,цепенить,1
1633,цепенить,цепенеть,1
1634,церковнический,церковничий,1
1635,церковничий,церковнический,1
1636,циклический,цикличный,1
1637,цикличный,циклический,1
1638,цинический,циничный,1
1639,циничный,цинический,1
1640,чародейный,чародейский,1
1641,чародейский,чародейный,1
1642,чеканный,чеканочный,1
1643,чеканочный,чеканный,1
1644,человеческий,человечный,1
1645,человечный,человеческий,1
1646,человечий,человечный,1
1647,человечный,человечий,1
1648,черви,червы,1
1649,червы,черви,1
1650,червиветь,червить,1
1651,червить,червиветь,1
1652,черепаховый,черепаший,1
1653,черепаший,черепаховый,1
1654,черкеска,черкешенка,1
1655,черкешенка,черкеска,1
1656,чернеть,чернить,1
1657,чернить,чернеть,1
1658,черстветь,черствить,1
1659,черствить,черстветь,1
1660,четырёхрукий,четырёхручный,1
1661,четырёхручный,четырёхрукий,1
1662,чиновницкий,чиновничий,1
1663,чиновничий,чиновницкий,1
1664,чубастый,чубатый,1
1665,чубатый,чубастый,1
1666,чувственный,чувствительный,1
1667,чувствительный,чувственный,1
1668,чудацкий,чудаческий,1
1669,чудаческий,чудацкий,1
1670,чудной,чудный,1
1671,чудный,чудной,1
1672,швейцар,швейцарец,1
1673,швейцарец,швейцар,1
1674,шелковистый,шелковый,1
1675,шелковый,шелковистый,1
1676,шершаветь,шершавить,1
1677,шершавить,шершаветь,1
1678,шествовать,шефствовать,1
1679,шефствовать,шествовать,1
1680,широкий,широтный,1
1681,широтный,широкий,1
1682,школьнический,школьный,1
1683,школьный,школьнический,1
1684,шлифовальник,шлифовальщик,1
1685,шлифовальщик,шлифовальник,1
1686,шляпный,шляпочный,1
1687,шляпочный,шляпный,1
1688,шнурок,шнуровка,1
1689,шнуровка,шнурок,1
1690,штатный,штатский,1
1691,штатский,штатный,1
1692,штурмовик,штурмовщик,1
1693,штурмовщик,штурмовик,1
1694,шумный,шумовой,1
1695,шумовой,шумный,1
1696,шутливый,шуточный,1
1697,шуточный,шутливый,1
1698,экзерсисы,экзерциции,1
1699,экзерциции,экзерсисы,1
1700,экологичный,экологический,1
1701,экологический,экологичный,1
1702,экономика,экономия,1
1703,экономия,экономика,1
1704,экономический,экономичный,1
1705,экономичный,экономический,1
1706,экономный,экономский,1
1707,экономский,экономный,1
1708,экранизировать,экранировать,1
1709,экранировать,экранизировать,1
1710,экскаватор,эскалатор,1
1711,эскалатор,экскаватор,1
1712,экспонат,экспонент,1
1713,экспонент,экспонат,1
1714,элегический,элегичный,1
1715,элегичный,элегический,1
1716,элитный,элитарный,1
1717,элитарный,элитный,1
1718,энциклопедический,энциклопедичный,1
1719,энциклопедичный,энциклопедический,1
1720,эстетический,эстетичный,1
1721,эстетичный,эстетический,1
1722,эстетный,эстетский,1
1723,эстетский,эстетный,1
1724,этический,этичный,1
1725,этичный,этический,1
1726,эфемерный,эфирный,1
1727,эфирный,эфемерный,1
1728,эффективность,эффектность,1
1729,эффектность,эффективность,1
1730,эффективный,эффектный,1
1731,эффектный,эффективный,1
1732,ювелирный,ювелирский,1
1733,ювелирский,ювелирный,1
1734,юмореска,юмористка,1
1735,юмористка,юмореска,1
1736,юмористика,юмористка,1
1737,юмористка,юмористика,1
1738,юмористический,юмористичный,1
1739,юмористичный,юмористический,1
1740,юродивый,юродливый,1
1741,юродливый,юродивый,1
1742,ябедливый,ябедный,1
1743,ябедный,ябедливый,1
1744,яблочный,яблоневый,1
1745,яблоневый,яблочный,1
1746,явно,явственно,1
1747,явственно,явно,1
1748,явный,явственный,1
1749,явственный,явный,1
1750,языковой,языковый,1
1751,языковый,языковой,1
1752,яловочный,яловый,1
1753,яловый,яловочный,1
1754,яростный,ярый,1
1755,ярый,яростный,1
1756,ящер,ящур,1
1757,ящур,ящер,1
